INSTRUMENT3,2012-05-31T00:00:00.000Z,78.5325
INSTRUMENT3,2012-06-01T00:00:00.000Z,78.2655
INSTRUMENT3,2012-06-04T00:00:00.000Z,78.3175
INSTRUMENT3,2012-06-05T00:00:00.000Z,78.7155
INSTRUMENT3,2012-06-06T00:00:00.000Z,79.0425
INSTRUMENT3,2012-06-07T00:00:00.000Z,79.6515
INSTRUMENT3,2012-06-08T00:00:00.000Z,79.469
INSTRUMENT3,2012-06-11T00:00:00.000Z,79.4945
INSTRUMENT3,2012-06-12T00:00:00.000Z,79.4535
INSTRUMENT3,2012-06-13T00:00:00.000Z,79.3915
INSTRUMENT3,2012-06-14T00:00:00.000Z,79.3245
INSTRUMENT3,2012-06-15T00:00:00.000Z,78.7555
INSTRUMENT3,2012-06-18T00:00:00.000Z,78.9205
INSTRUMENT3,2012-06-19T00:00:00.000Z,79.0055
INSTRUMENT3,2012-06-20T00:00:00.000Z,79.4755
INSTRUMENT3,2012-06-21T00:00:00.000Z,89.2915
INSTRUMENT3,2012-06-22T00:00:00.000Z,89.3975
INSTRUMENT3,2012-06-25T00:00:00.000Z,79.643
INSTRUMENT3,2012-06-26T00:00:00.000Z,79.45
INSTRUMENT3,2012-06-27T00:00:00.000Z,79.76
INSTRUMENT3,2012-06-28T00:00:00.000Z,79.2865
INSTRUMENT3,2012-06-29T00:00:00.000Z,79.5635
INSTRUMENT3,2012-07-02T00:00:00.000Z,79.4495
INSTRUMENT3,2012-07-03T00:00:00.000Z,79.9235
INSTRUMENT3,2012-07-04T00:00:00.000Z,79.824
INSTRUMENT3,2012-07-05T00:00:00.000Z,79.9355
INSTRUMENT3,2012-07-06T00:00:00.000Z,79.554
INSTRUMENT3,2012-07-09T00:00:00.000Z,79.625
INSTRUMENT3,2012-07-10T00:00:00.000Z,79.46
INSTRUMENT3,2012-07-11T00:00:00.000Z,79.5325
INSTRUMENT3,2012-07-12T00:00:00.000Z,79.2485
INSTRUMENT3,2012-07-13T00:00:00.000Z,79.2145
INSTRUMENT3,2012-07-16T00:00:00.000Z,78.78
INSTRUMENT3,2012-07-17T00:00:00.000Z,79.0695
INSTRUMENT3,2012-07-18T00:00:00.000Z,78.928
INSTRUMENT3,2012-07-19T00:00:00.000Z,78.543
INSTRUMENT3,2012-07-20T00:00:00.000Z,78.5365
INSTRUMENT3,2012-07-23T00:00:00.000Z,78.3435
INSTRUMENT3,2012-07-24T00:00:00.000Z,78.294
INSTRUMENT3,2012-07-25T00:00:00.000Z,78.2165
INSTRUMENT3,2012-07-26T00:00:00.000Z,78.2175
INSTRUMENT3,2012-07-27T00:00:00.000Z,78.446
INSTRUMENT3,2012-07-30T00:00:00.000Z,78.25
INSTRUMENT3,2012-07-31T00:00:00.000Z,78.296
INSTRUMENT3,2012-08-01T00:00:00.000Z,78.2355
INSTRUMENT3,2012-08-02T00:00:00.000Z,78.228
INSTRUMENT3,2012-08-03T00:00:00.000Z,78.6895
INSTRUMENT3,2012-08-06T00:00:00.000Z,78.2855
INSTRUMENT3,2012-08-07T00:00:00.000Z,78.695
INSTRUMENT3,2012-08-08T00:00:00.000Z,78.4135
INSTRUMENT3,2012-08-09T00:00:00.000Z,78.765
INSTRUMENT3,2012-08-10T00:00:00.000Z,78.248
INSTRUMENT3,2012-08-13T00:00:00.000Z,78.311
INSTRUMENT3,2012-08-14T00:00:00.000Z,78.8125
INSTRUMENT3,2012-08-15T00:00:00.000Z,78.825
INSTRUMENT3,2012-08-16T00:00:00.000Z,79.2525
INSTRUMENT3,2012-08-17T00:00:00.000Z,79.5225
INSTRUMENT3,1996-01-01T00:00:00.000Z,102.95
INSTRUMENT3,1996-01-02T00:00:00.000Z,103.995
